Learning Content,Availability Status,Available Capacity,Sydney Start Date,Sydney End Date,Sydney Registration Deadline
Workday Extend: Advanced Data and Orchestration Services - Learn Virtual,Open,Yes,2024-05-21 03:00:00+10:00,2024-05-23 08:00:00+10:00,2024-05-16 03:00:00+10:00
Customer Accounts and Customer Contracts - Learn Virtual,Open,Yes,2024-05-21 03:00:00+10:00,2024-05-24 08:00:00+10:00,2024-05-16 03:00:00+10:00
HCM Services Practical - Learn Virtual,Open,Yes,2024-05-21 03:00:00+10:00,2024-05-25 11:00:00+10:00,2024-05-16 03:00:00+10:00
HCM Reporting Concepts Consulting Core - Learn Virtual,Open,Yes,2024-05-21 12:30:00+10:00,2024-05-25 20:30:00+10:00,2024-05-16 12:30:00+10:00
Reporting Essential Concepts Consulting Core - Learn Virtual,Open,Yes,2024-05-21 12:30:00+10:00,2024-05-25 20:30:00+10:00,2024-05-16 12:30:00+10:00
Student Recruiting and Admissions Fundamentals - Learn Virtual,Open,Yes,2024-05-21 13:00:00+10:00,2024-05-23 18:00:00+10:00,2024-05-16 13:00:00+10:00
Student Recruiting and Admissions Consulting Core - Learn Virtual,Open,Yes,2024-05-21 13:00:00+10:00,2024-05-24 21:00:00+10:00,2024-05-16 13:00:00+10:00
Configurable Security Fundamentals - Learn Virtual,Open,Yes,2024-05-21 13:00:00+10:00,2024-05-22 18:00:00+10:00,2024-05-16 13:00:00+10:00
Workday Integration System Fundamentals - Learn Virtual,Open,Yes,2024-05-21 13:00:00+10:00,2024-05-22 18:00:00+10:00,2024-05-16 13:00:00+10:00
Time Tracking Fundamentals - Learn Virtual,Open,Yes,2024-05-21 13:00:00+10:00,2024-05-24 21:00:00+10:00,2024-05-16 13:00:00+10:00
Business Process Fundamentals - Learn Virtual,Open,Yes,2024-05-21 13:00:00+10:00,2024-05-23 18:00:00+10:00,2024-05-16 13:00:00+10:00
Advanced Workday Studio - Learn Virtual,Open,Yes,2024-05-21 13:00:00+10:00,2024-05-23 18:00:00+10:00,2024-05-16 13:00:00+10:00
Integration Essential Concepts Consulting Core - Learn Virtual,Open,Yes,2024-05-21 13:00:00+10:00,2024-05-25 19:00:00+10:00,2024-05-16 13:00:00+10:00
XSLT for Workday - Learn Virtual,Open,Yes,2024-05-21 13:00:00+10:00,2024-05-22 18:00:00+10:00,2024-05-16 13:00:00+10:00
Compensation Fundamentals - Learn Virtual,Open,Yes,2024-05-21 13:00:00+10:00,2024-05-24 21:00:00+10:00,2024-05-16 13:00:00+10:00
Advanced HCM - Learn Virtual,Open,Yes,2024-05-21 13:00:00+10:00,2024-05-23 18:00:00+10:00,2024-05-16 13:00:00+10:00
Cloud Connect for Benefits - Learn Virtual,Open,Yes,2024-05-21 13:00:00+10:00,2024-05-23 18:00:00+10:00,2024-05-16 13:00:00+10:00
HCM Fundamentals - Learn Virtual,Open,Yes,2024-05-21 13:00:00+10:00,2024-05-24 21:00:00+10:00,2024-05-16 13:00:00+10:00
HCM Services Practical - Learn Virtual,Open,Yes,2024-05-21 13:00:00+10:00,2024-05-25 21:00:00+10:00,2024-05-16 13:00:00+10:00
Adaptive Planning Applied Concepts Consulting Core - Learn Virtual,Open,Yes,2024-05-21 13:00:00+10:00,2024-05-25 19:00:00+10:00,2024-05-16 13:00:00+10:00
Financial Services Practical - Learn Virtual,Open,Yes,2024-05-21 13:00:00+10:00,2024-05-25 21:00:00+10:00,2024-05-16 13:00:00+10:00
Time Tracking Consulting Core - Learn Virtual,Open,Yes,2024-05-21 14:30:00+10:00,2024-05-25 23:30:00+10:00,2024-05-16 14:30:00+10:00
Benefits Consulting Core - Learn Virtual,Open,Yes,2024-05-21 14:30:00+10:00,2024-05-25 23:30:00+10:00,2024-05-16 14:30:00+10:00
Payroll Fundamentals - Learn Virtual,Open,Yes,2024-05-21 15:00:00+10:00,2024-05-24 23:00:00+10:00,2024-05-16 15:00:00+10:00
Report Writer - Learn Virtual,Open,Yes,2024-05-21 15:00:00+10:00,2024-05-23 20:00:00+10:00,2024-05-16 15:00:00+10:00
Advanced Configurable Security - Learn Virtual,Open,Yes,2024-05-21 15:00:00+10:00,2024-05-22 20:00:00+10:00,2024-05-16 15:00:00+10:00
Calculated Fields - Learn Virtual,Open,Yes,2024-05-21 15:00:00+10:00,2024-05-22 20:00:00+10:00,2024-05-16 15:00:00+10:00
Payroll Services Practical - Learn Virtual,Open,Yes,2024-05-21 15:00:00+10:00,2024-05-25 23:00:00+10:00,2024-05-16 15:00:00+10:00
Performance Enablement - Learn Virtual,Open,Yes,2024-05-21 15:00:00+10:00,2024-05-23 20:00:00+10:00,2024-05-16 15:00:00+10:00
Custom Integrations Consulting Core - Learn Virtual,Open,Yes,2024-05-21 15:00:00+10:00,2024-05-25 21:00:00+10:00,2024-05-16 15:00:00+10:00
Financial Accounting Consulting Core - Learn Virtual,Open,Yes,2024-05-21 15:00:00+10:00,2024-05-25 21:00:00+10:00,2024-05-16 15:00:00+10:00
Customer Accounts and Customer Contracts Consulting Core - Learn Virtual,Open,Yes,2024-05-21 15:00:00+10:00,2024-05-25 21:00:00+10:00,2024-05-16 15:00:00+10:00
Accounting Center Consulting Core - Learn Virtual,Open,Yes,2024-05-21 15:00:00+10:00,2024-05-24 21:00:00+10:00,2024-05-16 15:00:00+10:00
Procure to Pay Consulting Core - Learn Virtual,Open,Yes,2024-05-21 15:00:00+10:00,2024-05-25 21:00:00+10:00,2024-05-16 15:00:00+10:00
Financial Consolidations - Learn Virtual,Open,Yes,2024-05-21 15:00:00+10:00,2024-05-22 21:00:00+10:00,2024-05-16 15:00:00+10:00
Financial Fundamentals - Learn Virtual,Open,Yes,2024-05-21 15:00:00+10:00,2024-05-24 23:00:00+10:00,2024-05-16 15:00:00+10:00
Absence and Leave Consulting Core - Learn Virtual,Open,Yes,2024-05-21 18:30:00+10:00,2024-05-26 03:30:00+10:00,2024-05-16 18:30:00+10:00
Financial Reporting Concepts Consulting Core - Learn Virtual,Open,Yes,2024-05-21 18:30:00+10:00,2024-05-26 02:30:00+10:00,2024-05-16 18:30:00+10:00
HCM Applied Concepts Consulting Core - Learn Virtual,Open,Yes,2024-05-21 19:00:00+10:00,2024-05-25 03:00:00+10:00,2024-05-16 19:00:00+10:00
HCM Fundamentals - Learn Virtual,Open,Yes,2024-05-21 19:00:00+10:00,2024-05-25 03:00:00+10:00,2024-05-16 19:00:00+10:00
Financial Fundamentals - Learn Virtual,Open,Yes,2024-05-21 09:00:00+10:00,2024-05-24 17:00:00+10:00,2024-05-16 09:00:00+10:00
HCM Fundamentals - Learn Virtual,Open,Yes,2024-05-21 11:00:00+10:00,2024-05-24 19:00:00+10:00,2024-05-16 11:00:00+10:00
HCM Applied Concepts Consulting Core - Learn Virtual,Open,Yes,2024-05-21 11:00:00+10:00,2024-05-24 20:00:00+10:00,2024-05-16 11:00:00+10:00
Financial Essential Concepts Consulting Core - Learn Virtual,Open,Yes,2024-05-22 00:30:00+10:00,2024-05-25 09:30:00+10:00,2024-05-17 00:30:00+10:00
HCM Applied Concepts Consulting Core - Learn Virtual,Open,Yes,2024-05-22 00:30:00+10:00,2024-05-25 09:30:00+10:00,2024-05-17 00:30:00+10:00
HCM Essential Concepts Consulting Core - Learn Virtual,Open,Yes,2024-05-22 00:30:00+10:00,2024-05-25 09:30:00+10:00,2024-05-17 00:30:00+10:00
Financial Fundamentals - Learn Virtual,Open,Yes,2024-05-22 01:00:00+10:00,2024-05-25 09:00:00+10:00,2024-05-17 01:00:00+10:00
HCM Fundamentals - Learn Virtual,Open,Yes,2024-05-22 01:00:00+10:00,2024-05-25 09:00:00+10:00,2024-05-17 01:00:00+10:00
Advanced Compensation Fundamentals - Learn Virtual,Open,Yes,2024-05-22 03:00:00+10:00,2024-05-25 11:00:00+10:00,2024-05-17 03:00:00+10:00
Workday Integration System Fundamentals - Learn Virtual,Open,Yes,2024-05-22 03:00:00+10:00,2024-05-23 08:00:00+10:00,2024-05-17 03:00:00+10:00
Advanced Compensation Fundamentals - Learn In-Person,Open,Yes,2024-05-22 03:00:00+10:00,2024-05-25 11:00:00+10:00,2024-05-17 03:00:00+10:00
HCM Essential Concepts Consulting Core - Learn Virtual,Open,Yes,2024-05-22 12:30:00+10:00,2024-05-25 21:30:00+10:00,2024-05-17 12:30:00+10:00
Payroll Fundamentals - Learn Virtual,Open,Yes,2024-05-22 13:00:00+10:00,2024-05-25 21:00:00+10:00,2024-05-17 13:00:00+10:00
Time Off Fundamentals - Learn Virtual,Open,Yes,2024-05-22 13:00:00+10:00,2024-05-25 21:00:00+10:00,2024-05-17 13:00:00+10:00
Workday Extend: Advanced Presentation Components - Learn Virtual,Open,Yes,2024-05-22 13:00:00+10:00,2024-05-24 18:00:00+10:00,2024-05-17 13:00:00+10:00
Benefits Fundamentals - Learn Virtual,Open,Yes,2024-05-22 13:00:00+10:00,2024-05-25 21:00:00+10:00,2024-05-17 13:00:00+10:00
HCM Fundamentals - Learn Virtual,Open,Yes,2024-05-22 13:00:00+10:00,2024-05-25 21:00:00+10:00,2024-05-17 13:00:00+10:00
HCM Fundamentals - Learn Virtual,Open,Yes,2024-05-22 13:00:00+10:00,2024-05-25 21:00:00+10:00,2024-05-17 13:00:00+10:00
Recruiting Fundamentals - Learn Virtual,Open,Yes,2024-05-22 13:00:00+10:00,2024-05-25 21:00:00+10:00,2024-05-17 13:00:00+10:00
Customer Accounts and Customer Contracts - Learn Virtual,Open,Yes,2024-05-22 13:00:00+10:00,2024-05-25 18:00:00+10:00,2024-05-17 13:00:00+10:00
Financial Fundamentals - Learn Virtual,Open,Yes,2024-05-22 13:00:00+10:00,2024-05-25 21:00:00+10:00,2024-05-17 13:00:00+10:00
Financial Fundamentals - Learn In-Person,Open,Yes,2024-05-22 13:00:00+10:00,2024-05-25 21:00:00+10:00,2024-05-17 13:00:00+10:00
Compensation Fundamentals - Learn Virtual,Open,Yes,2024-05-22 15:00:00+10:00,2024-05-25 23:00:00+10:00,2024-05-17 15:00:00+10:00
Financial Fundamentals - Learn Virtual,Open,Yes,2024-05-22 15:00:00+10:00,2024-05-25 23:00:00+10:00,2024-05-17 15:00:00+10:00
Learning Fundamentals - Learn Virtual,Open,Yes,2024-05-22 15:00:00+10:00,2024-05-25 23:00:00+10:00,2024-05-17 15:00:00+10:00
HCM Fundamentals - Learn Virtual,Open,Yes,2024-05-22 15:00:00+10:00,2024-05-25 23:00:00+10:00,2024-05-17 15:00:00+10:00
Financial Accounting - Learn Virtual,Open,Yes,2024-05-22 15:00:00+10:00,2024-05-25 20:00:00+10:00,2024-05-17 15:00:00+10:00
Financial Essential Concepts Consulting Core - Learn Virtual,Open,Yes,2024-05-22 18:30:00+10:00,2024-05-26 03:30:00+10:00,2024-05-17 18:30:00+10:00
Benefits Fundamentals - Learn Virtual,Open,Yes,2024-05-22 19:00:00+10:00,2024-05-26 03:00:00+10:00,2024-05-17 19:00:00+10:00
Workday Extend for Non-Developers - Learn Virtual,Open,Yes,2024-05-22 19:00:00+10:00,2024-05-24 00:00:00+10:00,2024-05-17 19:00:00+10:00
Business Process Fundamentals - Learn Virtual,Open,Yes,2024-05-22 11:00:00+10:00,2024-05-24 16:00:00+10:00,2024-05-17 11:00:00+10:00
Advanced Reporting and Analytics - Learn Virtual,Open,Yes,2024-05-22 11:00:00+10:00,2024-05-24 16:00:00+10:00,2024-05-17 11:00:00+10:00
Report Writer - Learn Virtual,Open,Yes,2024-05-23 01:00:00+10:00,2024-05-25 06:00:00+10:00,2024-05-18 01:00:00+10:00
Advanced Reporting and Analytics - Learn Virtual,Open,Yes,2024-05-23 03:00:00+10:00,2024-05-25 08:00:00+10:00,2024-05-18 03:00:00+10:00
Business Process Fundamentals - Learn Virtual,Open,Yes,2024-05-23 03:00:00+10:00,2024-05-25 08:00:00+10:00,2024-05-18 03:00:00+10:00
Composite Reporting Fundamentals - Learn Virtual,Open,Yes,2024-05-23 13:00:00+10:00,2024-05-25 18:00:00+10:00,2024-05-18 13:00:00+10:00
Prism Analytics - Learn Virtual,Open,Yes,2024-05-23 19:00:00+10:00,2024-05-26 00:00:00+10:00,2024-05-20 19:00:00+10:00
Business Process Fundamentals - Learn Virtual,Open,Yes,2024-05-23 19:00:00+10:00,2024-05-26 00:00:00+10:00,2024-05-20 19:00:00+10:00
Report Writer - Learn Virtual,Open,Yes,2024-05-23 19:00:00+10:00,2024-05-26 00:00:00+10:00,2024-05-20 19:00:00+10:00
Advanced Reporting and Analytics - Learn Virtual,Open,Yes,2024-05-23 19:00:00+10:00,2024-05-26 00:00:00+10:00,2024-05-20 19:00:00+10:00
Introduction to Workday Studio - Learn Virtual,Open,Yes,2024-05-24 13:00:00+10:00,2024-05-25 18:00:00+10:00,2024-05-21 13:00:00+10:00
Onboarding Fundamentals - Learn Virtual,Open,Yes,2024-05-24 13:00:00+10:00,2024-05-25 18:00:00+10:00,2024-05-21 13:00:00+10:00
Workday Report Designer (BIRT) - Learn Virtual,Open,Yes,2024-05-24 15:00:00+10:00,2024-05-25 20:00:00+10:00,2024-05-21 15:00:00+10:00
Talent Management - Learn Virtual,Open,Yes,2024-05-24 15:00:00+10:00,2024-05-25 20:00:00+10:00,2024-05-21 15:00:00+10:00
HCM Reporting Concepts Consulting Core - Learn Virtual,Open,Yes,2024-05-27 11:00:00+10:00,2024-05-31 19:00:00+10:00,2024-05-22 11:00:00+10:00
Compensation Fundamentals - Learn Virtual,Open,Yes,2024-05-27 11:00:00+10:00,2024-05-30 19:00:00+10:00,2024-05-22 11:00:00+10:00
Compensation Consulting Core - Learn Virtual,Open,Yes,2024-05-27 11:00:00+10:00,2024-05-31 20:00:00+10:00,2024-05-22 11:00:00+10:00
HCM Services Practical - Learn Virtual,Open,Yes,2024-05-27 13:00:00+10:00,2024-05-31 21:00:00+10:00,2024-05-22 13:00:00+10:00
Customer Accounts and Customer Contracts - Learn Virtual,Open,Yes,2024-05-27 12:00:00+10:00,2024-05-30 17:00:00+10:00,2024-05-22 12:00:00+10:00
Customer Accounts and Customer Contracts Consulting Core - Learn Virtual,Open,Yes,2024-05-27 12:00:00+10:00,2024-05-31 18:00:00+10:00,2024-05-22 12:00:00+10:00
Recruiting Consulting Core - Learn Virtual,Open,Yes,2024-05-28 00:30:00+10:00,2024-06-01 09:30:00+10:00,2024-05-23 00:30:00+10:00
Custom Integrations Consulting Core - Learn Virtual,Open,Yes,2024-05-28 01:00:00+10:00,2024-06-01 07:00:00+10:00,2024-05-23 01:00:00+10:00
HCM Services Practical - Learn Virtual,Open,Yes,2024-05-28 03:00:00+10:00,2024-06-01 11:00:00+10:00,2024-05-23 03:00:00+10:00
Configurable Security Fundamentals - Learn Virtual,Open,Yes,2024-05-28 03:00:00+10:00,2024-05-29 08:00:00+10:00,2024-05-23 03:00:00+10:00
Talent Management - Learn Virtual,Open,Yes,2024-05-28 03:00:00+10:00,2024-05-29 08:00:00+10:00,2024-05-23 03:00:00+10:00
Report Writer - Learn Virtual,Open,Yes,2024-05-28 03:00:00+10:00,2024-05-30 08:00:00+10:00,2024-05-23 03:00:00+10:00
HCM Applied Concepts Consulting Core - Learn Virtual,Open,Yes,2024-05-28 09:00:00+10:00,2024-05-31 18:00:00+10:00,2024-05-23 09:00:00+10:00
Financial Fundamentals - Learn Virtual,Open,Yes,2024-05-28 11:00:00+10:00,2024-05-31 19:00:00+10:00,2024-05-23 11:00:00+10:00
HCM Fundamentals - Learn Virtual,Open,Yes,2024-05-28 11:00:00+10:00,2024-05-31 19:00:00+10:00,2024-05-23 11:00:00+10:00
Workday Studio Consulting Core - Learn Virtual,Open,Yes,2024-05-28 13:00:00+10:00,2024-06-06 19:00:00+10:00,2024-05-23 13:00:00+10:00
Financial Essential Concepts Consulting Core - Learn Virtual,Open,Yes,2024-05-29 00:30:00+10:00,2024-06-01 09:30:00+10:00,2024-05-24 00:30:00+10:00
Adaptive Planning Fundamentals - Learn Virtual,Open,Yes,2024-05-29 01:00:00+10:00,2024-06-01 08:00:00+10:00,2024-05-24 01:00:00+10:00
HCM Fundamentals - Learn Virtual,Open,Yes,2024-05-29 01:00:00+10:00,2024-06-01 09:00:00+10:00,2024-05-24 01:00:00+10:00
Recruiting Fundamentals - Learn Virtual,Open,Yes,2024-05-29 01:00:00+10:00,2024-06-01 09:00:00+10:00,2024-05-24 01:00:00+10:00
HCM Applied Concepts Consulting Core - Learn Virtual,Open,Yes,2024-05-29 02:30:00+10:00,2024-06-01 11:30:00+10:00,2024-05-24 02:30:00+10:00
HCM Essential Concepts Consulting Core - Learn Virtual,Open,Yes,2024-05-29 02:30:00+10:00,2024-06-01 11:30:00+10:00,2024-05-24 02:30:00+10:00
Learning Consulting Core - Learn Virtual,Open,Yes,2024-05-29 02:30:00+10:00,2024-06-01 11:30:00+10:00,2024-05-24 02:30:00+10:00
Financial Fundamentals - Learn In-Person,Open,Yes,2024-05-29 03:00:00+10:00,2024-06-01 11:00:00+10:00,2024-05-24 03:00:00+10:00
Financial Services Practical - Learn Virtual,Open,Yes,2024-05-29 03:00:00+10:00,2024-06-02 03:30:00+10:00,2024-05-24 03:00:00+10:00
HCM Fundamentals - Learn Virtual,Open,Yes,2024-05-29 03:00:00+10:00,2024-06-01 11:00:00+10:00,2024-05-24 03:00:00+10:00
Compensation Fundamentals - Learn Virtual,Open,Yes,2024-05-29 03:00:00+10:00,2024-06-01 11:00:00+10:00,2024-05-24 03:00:00+10:00
Time Off Fundamentals - Learn Virtual,Open,Yes,2024-05-29 03:00:00+10:00,2024-06-01 11:00:00+10:00,2024-05-24 03:00:00+10:00
Financial Fundamentals - Learn Virtual,Open,Yes,2024-05-29 03:00:00+10:00,2024-06-01 11:00:00+10:00,2024-05-24 03:00:00+10:00
Payroll Fundamentals - Learn Virtual,Open,Yes,2024-05-29 13:00:00+10:00,2024-06-01 21:00:00+10:00,2024-05-24 13:00:00+10:00
Workday Studio Consulting Core - Learn Virtual,Open,Yes,2024-05-29 13:00:00+10:00,2024-06-07 19:00:00+10:00,2024-05-24 13:00:00+10:00
Benefits Fundamentals - Learn Virtual,Open,Yes,2024-05-29 13:00:00+10:00,2024-06-01 21:00:00+10:00,2024-05-24 13:00:00+10:00
HCM Applied Concepts Consulting Core - Learn Virtual,Open,Yes,2024-05-29 13:00:00+10:00,2024-06-01 21:00:00+10:00,2024-05-24 13:00:00+10:00
Integration Security - Learn Virtual,Open,Yes,2024-05-29 13:00:00+10:00,2024-05-30 18:00:00+10:00,2024-05-24 13:00:00+10:00
Workday Extend: Advanced Data and Orchestration Services - Learn Virtual,Open,Yes,2024-05-29 13:00:00+10:00,2024-05-31 18:00:00+10:00,2024-05-24 13:00:00+10:00
Inbound EIB Integrations - Learn Virtual,Open,Yes,2024-05-29 13:00:00+10:00,2024-05-30 18:00:00+10:00,2024-05-24 13:00:00+10:00
Advanced Recruiting - Learn Virtual,Open,Yes,2024-05-29 13:00:00+10:00,2024-05-30 18:00:00+10:00,2024-05-24 13:00:00+10:00
Compensation Fundamentals - Learn Virtual,Open,Yes,2024-05-29 13:00:00+10:00,2024-06-01 21:00:00+10:00,2024-05-24 13:00:00+10:00
Learning Fundamentals - Learn Virtual,Open,Yes,2024-05-29 13:00:00+10:00,2024-06-01 21:00:00+10:00,2024-05-24 13:00:00+10:00
HCM Fundamentals - Learn Virtual,Open,Yes,2024-05-29 13:00:00+10:00,2024-06-01 21:00:00+10:00,2024-05-24 13:00:00+10:00
HCM Fundamentals - Learn Virtual,Open,Yes,2024-05-29 13:00:00+10:00,2024-06-01 21:00:00+10:00,2024-05-24 13:00:00+10:00
Procure to Pay Fundamentals - Learn Virtual,Open,Yes,2024-05-29 13:00:00+10:00,2024-06-01 18:00:00+10:00,2024-05-24 13:00:00+10:00
Financial Fundamentals - Learn Virtual,Open,Yes,2024-05-29 13:00:00+10:00,2024-06-01 21:00:00+10:00,2024-05-24 13:00:00+10:00
Financial Essential Concepts Consulting Core - Learn Virtual,Open,Yes,2024-05-29 14:30:00+10:00,2024-06-01 23:30:00+10:00,2024-05-24 14:30:00+10:00
HCM Essential Concepts Consulting Core - Learn Virtual,Open,Yes,2024-05-29 14:30:00+10:00,2024-06-01 23:30:00+10:00,2024-05-24 14:30:00+10:00
Report Writer - Learn Virtual,Open,Yes,2024-05-29 15:00:00+10:00,2024-05-31 20:00:00+10:00,2024-05-24 15:00:00+10:00
HCM Fundamentals - Learn Virtual,Open,Yes,2024-05-29 15:00:00+10:00,2024-06-01 23:00:00+10:00,2024-05-24 15:00:00+10:00
Advanced Compensation Fundamentals - Learn Virtual,Open,Yes,2024-05-29 15:00:00+10:00,2024-06-01 23:00:00+10:00,2024-05-24 15:00:00+10:00
Adaptive Planning Fundamentals - Learn Virtual,Open,Yes,2024-05-29 15:00:00+10:00,2024-06-01 22:00:00+10:00,2024-05-24 15:00:00+10:00
Financial Fundamentals - Learn Virtual,Open,Yes,2024-05-29 15:00:00+10:00,2024-06-01 23:00:00+10:00,2024-05-24 15:00:00+10:00
Composite Reporting Fundamentals - Learn Virtual,Open,Yes,2024-05-29 17:00:00+10:00,2024-05-31 22:00:00+10:00,2024-05-24 17:00:00+10:00
Payroll Fundamentals - Learn Virtual,Open,Yes,2024-05-29 19:00:00+10:00,2024-06-02 03:00:00+10:00,2024-05-24 19:00:00+10:00
Report Writer - Learn Virtual,Open,Yes,2024-05-29 19:00:00+10:00,2024-06-01 00:00:00+10:00,2024-05-24 19:00:00+10:00
Time Tracking Fundamentals - Learn Virtual,Open,Yes,2024-05-29 19:00:00+10:00,2024-06-02 03:00:00+10:00,2024-05-24 19:00:00+10:00
Time Off Fundamentals - Learn Virtual,Open,Yes,2024-05-29 19:00:00+10:00,2024-06-02 03:00:00+10:00,2024-05-24 19:00:00+10:00
Compensation Fundamentals - Learn Virtual,Open,Yes,2024-05-29 19:00:00+10:00,2024-06-02 03:00:00+10:00,2024-05-24 19:00:00+10:00
Financial Accounting - Learn Virtual,Open,Yes,2024-05-29 19:00:00+10:00,2024-06-02 00:00:00+10:00,2024-05-24 19:00:00+10:00
Recruiting Fundamentals - Learn Virtual,Open,Yes,2024-05-29 19:00:00+10:00,2024-06-02 03:00:00+10:00,2024-05-24 19:00:00+10:00
HCM Fundamentals - Learn Virtual,Open,Yes,2024-05-29 19:00:00+10:00,2024-06-02 03:00:00+10:00,2024-05-24 19:00:00+10:00
Report Writer - Learn Virtual,Open,Yes,2024-05-29 13:00:00+10:00,2024-05-31 18:00:00+10:00,2024-05-24 13:00:00+10:00
Advanced Reporting and Analytics - Learn Virtual,Open,Yes,2024-05-29 13:00:00+10:00,2024-05-31 18:00:00+10:00,2024-05-24 13:00:00+10:00
Performance Enablement - Learn Virtual,Open,Yes,2024-05-30 03:00:00+10:00,2024-06-01 08:00:00+10:00,2024-05-25 03:00:00+10:00
Composite Reporting Fundamentals - Learn Virtual,Open,Yes,2024-05-30 03:00:00+10:00,2024-06-01 08:00:00+10:00,2024-05-25 03:00:00+10:00
Business Process Fundamentals - Learn Virtual,Open,Yes,2024-05-30 13:00:00+10:00,2024-06-01 18:00:00+10:00,2024-05-25 13:00:00+10:00
Report Writer - Learn Virtual,Open,Yes,2024-05-30 13:00:00+10:00,2024-06-01 18:00:00+10:00,2024-05-25 13:00:00+10:00
Workday Extend: Advanced Presentation Components - Learn Virtual,Open,Yes,2024-05-30 13:00:00+10:00,2024-06-01 18:00:00+10:00,2024-05-25 13:00:00+10:00
Calculated Fields - Learn Virtual,Open,Yes,2024-05-30 13:00:00+10:00,2024-05-31 18:00:00+10:00,2024-05-25 13:00:00+10:00
Prism Analytics - Learn Virtual,Open,Yes,2024-05-30 13:00:00+10:00,2024-06-01 18:00:00+10:00,2024-05-25 13:00:00+10:00
Performance Enablement - Learn Virtual,Open,Yes,2024-05-30 13:00:00+10:00,2024-06-01 18:00:00+10:00,2024-05-25 13:00:00+10:00
Connectors and Document Transformation - Learn Virtual,Open,Yes,2024-05-30 13:00:00+10:00,2024-06-01 18:00:00+10:00,2024-05-25 13:00:00+10:00
Advanced Reporting and Analytics - Learn Virtual,Open,Yes,2024-05-30 15:00:00+10:00,2024-06-01 20:00:00+10:00,2024-05-27 15:00:00+10:00
Accounting Center - Learn Virtual,Open,Yes,2024-05-30 15:00:00+10:00,2024-06-01 20:00:00+10:00,2024-05-27 15:00:00+10:00
Financial Consolidations Consulting Core - Learn Virtual,Open,Yes,2024-05-30 15:00:00+10:00,2024-06-01 21:00:00+10:00,2024-05-27 15:00:00+10:00
Configurable Security Fundamentals - Learn Virtual,Open,Yes,2024-05-30 19:00:00+10:00,2024-06-01 00:00:00+10:00,2024-05-27 19:00:00+10:00
Advanced Workday Studio - Learn Virtual,Open,Yes,2024-05-30 19:00:00+10:00,2024-06-02 00:00:00+10:00,2024-05-27 19:00:00+10:00
Talent Management - Learn Virtual,Open,Yes,2024-05-30 19:00:00+10:00,2024-06-01 00:00:00+10:00,2024-05-27 19:00:00+10:00
Advanced Configurable Security - Learn Virtual,Open,Yes,2024-05-31 03:00:00+10:00,2024-06-01 08:00:00+10:00,2024-05-28 03:00:00+10:00
Calculated Fields - Learn Virtual,Open,Yes,2024-05-31 03:00:00+10:00,2024-06-01 08:00:00+10:00,2024-05-28 03:00:00+10:00
XSLT for Workday - Learn Virtual,Open,Yes,2024-05-31 03:00:00+10:00,2024-06-01 08:00:00+10:00,2024-05-28 03:00:00+10:00
Advanced Configurable Security - Learn Virtual,Open,Yes,2024-05-31 13:00:00+10:00,2024-06-01 18:00:00+10:00,2024-05-28 13:00:00+10:00
Introduction to Workday Studio - Learn Virtual,Open,Yes,2024-05-31 13:00:00+10:00,2024-06-01 18:00:00+10:00,2024-05-28 13:00:00+10:00
Workday Integration System Fundamentals - Learn Virtual,Open,Yes,2024-05-31 13:00:00+10:00,2024-06-01 18:00:00+10:00,2024-05-28 13:00:00+10:00
Workday Extend Fundamentals - Learn Virtual,Open,Yes,2024-05-31 17:00:00+10:00,2024-06-01 22:00:00+10:00,2024-05-28 17:00:00+10:00
Calculated Fields - Learn Virtual,Open,Yes,2024-05-31 19:00:00+10:00,2024-06-02 00:00:00+10:00,2024-05-28 19:00:00+10:00
Workday Report Designer (BIRT) - Learn Virtual,Open,Yes,2024-05-31 19:00:00+10:00,2024-06-02 00:00:00+10:00,2024-05-28 19:00:00+10:00
Workday Studio Consulting Core - Learn Virtual,Open,Yes,2024-06-05 01:00:00+10:00,2024-06-14 07:00:00+10:00,2024-05-31 01:00:00+10:00
Student Fundamentals - Learn Virtual,Open,Yes,2024-06-11 13:00:00+10:00,2024-06-14 21:00:00+10:00,2024-06-06 13:00:00+10:00
